Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
0,278.5,361.25,262.5,663.0,189.5,219.75,226.5,1709.5,645.5
1,279.6363636363636,361.6363636363636,259.54545454545456,561.0,186.27272727272728,296.0,225.45454545454547,1860.1818181818182,681.0
2,274.52941176470586,358.70588235294116,255.41176470588235,470.2352941176471,178.47058823529412,328.47058823529414,215.88235294117646,1695.764705882353,780.6470588235294
3,286.875,348.4583333333333,272.4583333333333,497.8333333333333,185.875,300.8333333333333,213.79166666666666,1434.5416666666667,816.25
4,281.4642857142857,325.25,282.64285714285717,495.60714285714283,187.71428571428572,292.42857142857144,228.96428571428572,1242.857142857143,747.8928571428571
5,288.1034482758621,325.7931034482759,281.2068965517241,405.55172413793105,205.0,254.0344827586207,236.72413793103448,1079.7241379310344,738.0
6,287.0,304.93548387096774,255.8709677419355,389.0,233.2258064516129,245.0,238.48387096774192,961.2258064516129,772.741935483871
7,287.625,326.96875,253.65625,408.0625,263.53125,254.25,237.0625,879.8125,776.9375
8,299.5,308.5,268.3235294117647,374.52941176470586,286.7352941176471,254.14705882352942,232.91176470588235,844.6176470588235,794.2647058823529
9,291.22857142857146,322.6,264.0285714285714,327.9142857142857,286.45714285714286,254.05714285714285,227.37142857142857,742.4571428571429,828.6571428571428
10,302.325,340.6,244.875,302.8,252.75,255.75,228.875,691.075,868.85
11,286.6363636363636,328.02272727272725,246.54545454545453,300.65909090909093,242.6818181818182,252.0909090909091,231.4090909090909,642.0909090909091,887.7045454545455
12,284.4375,323.4583333333333,242.29166666666666,304.6666666666667,246.79166666666666,232.64583333333334,226.625,615.625,817.4166666666666
13,267.92452830188677,324.62264150943395,270.3018867924528,319.47169811320754,254.83018867924528,218.64150943396226,221.1509433962264,595.9622641509434,828.4150943396227
14,297.719298245614,321.42105263157896,307.6666666666667,354.82456140350877,269.82456140350877,220.3684210526316,229.33333333333334,607.5087719298245,862.1929824561404
15,304.06451612903226,319.51612903225805,281.01612903225805,398.43548387096774,273.4032258064516,222.40322580645162,233.48387096774192,693.7096774193549,882.0483870967741
16,316.2878787878788,332.07575757575756,255.75757575757575,384.3636363636364,262.3787878787879,212.1969696969697,229.96969696969697,647.5151515151515,900.8484848484849
17,304.8732394366197,324.59154929577466,264.1830985915493,351.46478873239437,254.94366197183098,216.38028169014083,220.25352112676057,634.6619718309859,901.112676056338
18,292.7432432432432,309.5405405405405,303.0405405405405,336.3783783783784,258.9189189189189,231.86486486486487,222.86486486486487,622.8918918918919,881.1351351351351
19,283.0,294.5769230769231,313.35897435897436,328.6794871794872,259.79487179487177,242.43589743589743,230.12820512820514,634.8717948717949,859.8076923076923
20,275.58024691358025,296.34567901234567,284.7037037037037,325.58024691358025,256.0740740740741,255.93827160493828,227.88888888888889,656.0123456790124,835.5679012345679
21,276.67857142857144,305.14285714285717,285.39285714285717,340.01190476190476,246.26190476190476,271.2738095238095,229.79761904761904,693.8333333333334,833.7619047619048
22,276.7011494252874,310.04597701149424,282.6666666666667,376.44827586206895,233.02298850574712,270.7011494252874,230.51724137931035,726.551724137931,846.1379310344828
23,268.8666666666667,306.74444444444447,279.9111111111111,392.6,225.51111111111112,250.6888888888889,223.2,755.6666666666666,835.3111111111111
24,263.4516129032258,308.78494623655916,280.5483870967742,385.51612903225805,220.44086021505376,233.95698924731184,219.53763440860214,788.0967741935484,849.516129032258
25,272.46875,312.0729166666667,278.2395833333333,399.4791666666667,221.75,228.39583333333334,220.0,781.875,849.59375
26,286.2929292929293,304.969696969697,272.9191919191919,410.1111111111111,217.63636363636363,230.96969696969697,222.78787878787878,743.4343434343434,824.4242424242424
27,271.15841584158414,297.55445544554453,261.7029702970297,412.3069306930693,208.44554455445544,232.88118811881188,224.14851485148515,749.4851485148515,800.4455445544554
28,280.2980769230769,306.3173076923077,259.6923076923077,421.9326923076923,205.7596153846154,221.91346153846155,230.93269230769232,814.8365384615385,778.4807692307693
29,290.5327102803738,301.3551401869159,263.0093457943925,434.2897196261682,192.79439252336448,214.5981308411215,227.81308411214954,835.588785046729,804.6915887850467
30,309.64285714285717,298.42857142857144,264.5892857142857,432.0267857142857,182.90178571428572,213.27678571428572,216.0625,851.7857142857143,805.8482142857143
31,303.8086956521739,301.3652173913043,265.6608695652174,429.2086956521739,178.84347826086957,218.65217391304347,214.18260869565216,851.5043478260869,805.6434782608695
32,314.61344537815125,303.4873949579832,272.6302521008403,441.25210084033614,182.8655462184874,233.32773109243698,221.2941176470588,848.9327731092437,797.9663865546219
33,301.4672131147541,300.8114754098361,275.8688524590164,452.6967213114754,187.8360655737705,234.18852459016392,219.81147540983608,815.7213114754098,771.7213114754098
34,307.28,303.656,266.544,459.304,192.44,231.256,221.864,804.736,771.024
35,304.671875,311.7734375,257.71875,456.1484375,193.7890625,238.90625,225.6484375,791.8671875,778.203125
36,291.2348484848485,305.2348484848485,263.7121212121212,450.25,189.57575757575756,236.1590909090909,225.84848484848484,797.2348484848485,757.4848484848485
37,284.97777777777776,305.2518518518518,271.76296296296294,442.05925925925925,188.94814814814814,231.72592592592594,220.1037037037037,813.1703703703704,748.7925925925925
38,288.2086330935252,314.7913669064748,268.76978417266184,421.68345323741005,191.41007194244605,228.4748201438849,218.3453237410072,834.1510791366907,731.6618705035971
39,295.9432624113475,312.15602836879435,260.8156028368794,420.468085106383,187.95744680851064,220.39716312056737,221.95035460992906,828.4326241134752,717.468085106383
40,311.21527777777777,310.03472222222223,260.59722222222223,437.00694444444446,186.11805555555554,211.79861111111111,223.54166666666666,815.6875,714.7152777777778
41,340.2808219178082,321.8972602739726,272.3082191780822,443.66438356164383,187.41095890410958,208.54109589041096,222.63698630136986,792.7054794520548,730.3424657534247
42,353.39864864864865,312.4594594594595,283.93918918918916,454.7432432432432,186.19594594594594,215.4189189189189,219.8581081081081,758.5608108108108,740.8175675675676
43,348.1655629139073,315.682119205298,284.6158940397351,458.8211920529801,184.3774834437086,232.09933774834437,219.1523178807947,729.6291390728477,740.1655629139073
44,294.35064935064935,314.96753246753246,283.90909090909093,444.75324675324674,186.28571428571428,241.85714285714286,221.13636363636363,711.9545454545455,735.3441558441558
45,282.21656050955414,318.68152866242036,286.8343949044586,439.5031847133758,190.43949044585986,234.9299363057325,226.88535031847132,722.3694267515923,743.0700636942676
46,276.82389937106916,321.0125786163522,286.54088050314465,445.37106918238993,191.62264150943398,221.62264150943398,231.23270440251574,722.6603773584906,758.2075471698113
47,280.44099378881987,324.59627329192546,280.82608695652175,434.9006211180124,191.0,207.6335403726708,232.61490683229815,702.1180124223603,757.0
48,287.7378048780488,318.5853658536585,279.0426829268293,412.640243902439,190.40243902439025,201.46951219512195,228.53658536585365,679.9085365853658,739.0
49,296.18674698795184,313.93373493975906,280.7590361445783,399.19879518072287,189.60843373493975,203.17469879518072,223.36144578313252,659.7951807228916,719.3915662650602
50,293.11764705882354,306.0176470588235,276.22352941176473,398.58235294117645,188.24705882352941,205.77058823529413,224.63529411764705,641.7705882352941,714.9882352941177
51,279.05232558139534,308.4767441860465,264.77906976744185,386.2848837209302,188.07558139534885,211.37790697674419,229.36627906976744,618.1918604651163,722.4593023255813
52,279.60919540229884,308.4367816091954,262.91379310344826,369.7988505747126,186.89655172413794,215.58620689655172,232.6206896551724,601.7298850574713,752.7988505747127
53,290.11299435028246,312.23728813559325,264.93220338983053,358.1977401129943,186.5367231638418,213.57627118644066,232.85875706214688,595.728813559322,760.6045197740114
54,279.4860335195531,299.87150837988827,270.3966480446927,360.47486033519556,186.19553072625698,206.25698324022346,230.39106145251398,582.9944134078212,769.6927374301677
55,279.1043956043956,295.4230769230769,270.14285714285717,359.06043956043953,184.24725274725276,199.30769230769232,231.0164835164835,552.1868131868132,779.7582417582418
56,300.30434782608694,299.4021739130435,262.35869565217394,347.3641304347826,185.70652173913044,197.6413043478261,233.55434782608697,507.6467391304348,768.0489130434783
57,293.51612903225805,308.10752688172045,267.4301075268817,327.8763440860215,184.69892473118279,200.6451612903226,232.0215053763441,467.241935483871,758.5591397849462
58,319.22340425531917,306.9840425531915,269.5744680851064,307.8031914893617,184.56914893617022,202.4787234042553,228.63297872340425,432.8670212765957,749.4893617021277
59,293.46315789473687,307.38421052631577,261.4894736842105,306.44736842105266,181.62105263157895,204.8842105263158,227.9,407.56315789473683,736.4052631578948
60,291.38947368421054,307.1842105263158,262.37368421052633,310.5842105263158,187.42631578947368,205.77894736842106,228.37894736842105,407.7157894736842,731.9052631578948
61,295.2526315789474,307.7,268.3157894736842,322.03684210526313,186.8842105263158,202.78947368421052,223.06315789473683,426.5473684210526,731.1526315789474
62,294.7263157894737,311.81052631578945,264.5684210526316,316.7631578947368,185.5421052631579,198.30526315789473,219.53684210526316,440.89473684210526,743.921052631579
63,297.7842105263158,311.6,258.0052631578947,303.0263157894737,186.26842105263157,199.4578947368421,225.48947368421054,423.9894736842105,784.9157894736842
64,291.05759162303667,310.020942408377,257.7434554973822,310.91623036649213,191.46596858638745,213.02094240837695,230.12041884816753,420.3089005235602,792.9162303664922
65,282.6910994764398,310.29842931937173,268.4554973821989,313.69633507853405,193.14659685863873,222.81151832460733,228.94240837696336,433.0,753.937172774869
66,285.42487046632124,310.559585492228,274.5388601036269,323.05699481865287,196.60621761658032,225.16062176165804,228.60103626943004,453.020725388601,765.860103626943
67,293.00515463917526,312.13917525773195,261.4072164948454,304.3298969072165,203.17525773195877,225.14948453608247,228.6340206185567,475.63917525773195,814.1494845360825
68,287.8520408163265,310.13775510204084,265.08673469387753,296.9642857142857,213.28571428571428,227.65816326530611,231.08163265306123,491.48979591836735,857.6989795918367
69,289.96446700507613,303.8781725888325,268.79695431472084,309.8730964467005,221.10152284263958,228.0761421319797,232.61421319796955,485.61928934010155,870.7766497461929
70,297.81592039800995,305.16915422885575,273.74626865671644,313.5323383084577,226.30348258706468,221.63681592039802,229.59203980099502,457.0696517412935,856.681592039801
71,303.4926829268293,309.8048780487805,282.5219512195122,309.61951219512196,229.14634146341464,217.7658536585366,228.9512195121951,442.33170731707315,832.9756097560976
72,307.0769230769231,319.2307692307692,279.42788461538464,306.2307692307692,232.50480769230768,222.75480769230768,231.98557692307693,435.49038461538464,822.8173076923077
73,310.5592417061611,308.54976303317534,285.1090047393365,298.4123222748815,238.67298578199052,225.35071090047393,231.9004739336493,419.8862559241706,824.085308056872
74,309.13023255813954,323.0883720930233,289.66046511627906,299.3767441860465,249.47441860465116,223.8186046511628,232.46046511627907,429.6511627906977,823.7581395348838
75,327.38532110091745,317.43119266055044,292.73394495412845,297.4816513761468,260.45871559633025,220.74311926605503,230.0091743119266,434.1651376146789,819.2110091743119
76,352.77927927927925,305.0900900900901,290.5045045045045,296.6306306306306,268.0135135135135,222.9144144144144,225.28378378378378,425.84684684684686,810.4639639639639
77,345.4222222222222,304.47555555555556,278.00444444444446,296.38666666666666,275.3022222222222,226.48444444444445,224.1688888888889,414.37333333333333,786.7955555555556
78,324.51072961373393,309.08583690987126,268.0557939914163,294.6523605150215,276.80257510729615,229.86695278969958,228.5236051502146,411.83261802575106,750.8197424892704
79,314.83404255319147,316.72340425531917,270.4212765957447,296.3787234042553,279.9914893617021,230.41276595744682,233.33617021276595,408.5702127659574,755.4893617021277
80,321.4468085106383,315.88510638297873,273.4255319148936,298.11914893617023,286.9063829787234,227.03404255319148,238.4468085106383,388.97446808510637,763.3446808510638
81,323.98297872340424,312.0851063829787,273.59148936170214,309.3404255319149,292.27659574468083,230.14893617021278,242.71063829787235,368.6255319148936,753.336170212766
82,312.12340425531914,315.25106382978726,273.25106382978726,314.77021276595747,293.46382978723403,235.1531914893617,245.2595744680851,357.4765957446809,741.6340425531915
83,308.91063829787237,316.17021276595744,272.6595744680851,304.1489361702128,296.0553191489362,242.07659574468084,243.80851063829786,359.02127659574467,741.7106382978724
84,320.74468085106383,312.4595744680851,277.8212765957447,298.3914893617021,296.25106382978726,250.18297872340426,241.91914893617022,359.62978723404257,747.8553191489361
85,323.7659574468085,305.7191489361702,285.6255319148936,289.0340425531915,294.7063829787234,247.16170212765957,243.60425531914893,361.83404255319147,751.7148936170213
86,308.6837606837607,314.1666666666667,288.8162393162393,282.1794871794872,290.03418803418805,239.12820512820514,244.04700854700855,365.05555555555554,764.7948717948718
87,314.8076923076923,316.1965811965812,291.46153846153845,278.6837606837607,282.78205128205127,232.7008547008547,242.3803418803419,360.11538461538464,754.8632478632478
88,312.0,311.9102564102564,288.8931623931624,275.86324786324786,285.03846153846155,235.0940170940171,241.6153846153846,356.35042735042737,748.7393162393163
89,299.1489361702128,309.35744680851064,285.4468085106383,278.12340425531914,283.8936170212766,242.34468085106383,243.26808510638298,355.4936170212766,777.2
90,292.47033898305085,315.22033898305085,291.1228813559322,279.27542372881356,276.9449152542373,241.38135593220338,243.59745762711864,347.5635593220339,783.2372881355932
91,317.34893617021277,305.45106382978724,298.8468085106383,276.25531914893617,266.5531914893617,244.4,242.3531914893617,324.3829787234043,767.5063829787234
92,323.0085106382979,293.6170212765957,294.4808510638298,274.8212765957447,261.4382978723404,251.6127659574468,241.68510638297872,313.3872340425532,742.7446808510638
93,318.3162393162393,304.7692307692308,281.45726495726495,276.0982905982906,259.02991452991455,256.14529914529913,239.94444444444446,320.5897435897436,713.8119658119658
94,305.52360515021456,312.82403433476395,265.7639484978541,277.09442060085837,255.81115879828326,255.62660944206007,236.93562231759657,319.51931330472104,691.5407725321888
95,294.9655172413793,310.1939655172414,267.8965517241379,270.03879310344826,253.81034482758622,248.33189655172413,239.57327586206895,307.1594827586207,692.8965517241379
96,292.87012987012986,303.965367965368,276.9220779220779,265.6363636363636,250.62770562770564,247.16883116883116,244.2943722943723,296.2597402597403,695.5887445887446
97,306.5130434782609,305.61739130434785,285.4913043478261,270.12608695652176,249.18260869565216,254.62173913043478,244.90434782608696,290.4826086956522,691.8782608695652
98,324.83842794759823,305.65502183406113,285.91266375545854,272.71615720524017,250.50218340611355,260.44978165938863,242.79039301310044,284.4366812227074,684.5720524017468
99,321.69736842105266,309.8859649122807,284.42105263157896,270.7763157894737,248.92543859649123,265.8640350877193,240.25877192982455,280.12719298245617,668.7543859649123
100,304.3215859030837,316.7885462555066,280.9955947136564,274.1541850220264,246.83700440528634,268.51982378854626,238.06167400881057,279.23348017621146,657.0396475770925
101,308.4844444444444,315.11555555555555,284.0888888888889,273.90222222222224,248.22222222222223,263.40444444444444,237.49777777777777,277.09777777777776,654.5555555555555
102,336.5911111111111,310.8888888888889,286.80444444444447,274.26666666666665,246.9111111111111,257.7111111111111,238.65333333333334,270.35555555555555,663.2577777777777
103,323.83482142857144,316.32142857142856,284.98214285714283,278.61160714285717,236.99553571428572,260.625,240.20982142857142,262.36160714285717,686.4553571428571
104,309.6547085201794,308.7982062780269,287.8968609865471,290.39461883408075,232.88340807174887,268.2286995515695,245.4304932735426,259.0762331838565,703.1748878923767
105,315.9234234234234,311.84684684684686,296.27027027027026,292.44144144144144,232.90540540540542,272.4954954954955,250.42792792792793,262.27477477477476,686.6081081081081
106,311.6244343891403,310.710407239819,302.4027149321267,277.5972850678733,232.35746606334843,266.6877828054299,249.34841628959276,254.52941176470588,688.5746606334842
