Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
0,502.1694915254237,435.2768361581921,398.3502824858757,452.316384180791,225.29943502824858,308.9039548022599,308.4858757062147,551.2824858757062,402.14689265536725
1,516.5586592178771,440.70949720670393,397.18435754189943,440.75977653631287,232.18435754189943,301.97206703910615,315.53072625698326,510.5921787709497,402.50837988826817
2,505.10614525139664,445.7262569832402,386.14525139664806,435.4413407821229,238.03351955307264,292.9608938547486,322.1564245810056,485.05027932960894,393.70949720670393
3,489.24581005586595,450.1117318435754,388.29050279329607,396.77653631284915,234.8268156424581,287.4245810055866,317.45251396648047,466.1117318435754,401.37988826815644
4,497.8707865168539,438.94943820224717,404.2303370786517,374.67977528089887,233.14606741573033,284.90449438202245,317.74719101123594,454.8370786516854,429.0112359550562
5,476.76536312849163,429.268156424581,414.7150837988827,362.18435754189943,237.88826815642457,278.4804469273743,316.2625698324022,448.0949720670391,418.0391061452514
6,493.68715083798884,431.659217877095,420.08379888268155,363.2513966480447,248.3854748603352,266.33519553072625,312.49162011173183,431.8659217877095,426.27932960893855
7,537.3631284916202,435.8435754189944,448.1117318435754,385.0391061452514,262.43575418994413,255.5754189944134,318.5698324022346,412.3631284916201,439.16201117318434
8,557.9050279329609,438.24581005586595,456.5195530726257,393.45251396648047,268.69832402234636,256.6368715083799,329.7877094972067,389.53072625698326,425.9441340782123
9,534.8666666666667,445.3722222222222,435.69444444444446,360.5111111111111,266.6722222222222,252.58333333333334,326.0,359.8277777777778,433.06111111111113
10,523.7888888888889,442.3277777777778,425.3611111111111,319.18888888888887,268.77777777777777,242.75555555555556,320.05555555555554,333.9277777777778,428.43888888888887
11,518.45,442.53333333333336,409.5111111111111,302.0722222222222,275.89444444444445,240.76111111111112,319.50555555555553,294.72222222222223,439.6611111111111
12,505.93888888888887,448.06666666666666,392.27777777777777,301.7055555555556,280.09444444444443,241.62777777777777,328.06111111111113,280.48333333333335,464.1777777777778
13,473.5,450.28333333333336,373.1666666666667,304.3722222222222,275.15555555555557,237.09444444444443,322.8222222222222,275.5444444444444,480.8888888888889
14,450.98333333333335,453.5111111111111,360.4277777777778,301.85555555555555,268.35555555555555,237.33333333333334,319.78333333333336,270.05,480.6111111111111
15,439.15555555555557,451.85555555555555,379.76666666666665,306.05,260.75,231.44444444444446,323.77777777777777,256.0444444444444,477.9166666666667
16,438.4166666666667,461.8888888888889,395.25,300.8722222222222,269.85555555555555,225.34444444444443,325.2611111111111,238.91666666666666,494.45
17,450.5833333333333,487.5722222222222,385.34444444444443,301.23333333333335,276.93333333333334,209.04444444444445,331.56111111111113,221.79444444444445,497.3
18,475.23204419889504,480.4696132596685,378.0773480662983,308.4640883977901,268.8011049723757,199.71823204419888,333.3922651933702,198.09944751381215,476.41988950276243
19,467.7348066298343,477.16574585635357,356.939226519337,316.61878453038673,262.9502762430939,200.939226519337,325.4033149171271,178.28729281767957,450.69613259668506
20,461.43956043956047,459.1923076923077,326.1098901098901,307.5824175824176,268.85164835164835,208.6813186813187,314.3021978021978,166.84615384615384,439.97802197802196
21,436.9945054945055,454.85714285714283,322.0769230769231,291.54395604395603,273.1978021978022,219.02747252747253,309.3296703296703,161.35164835164835,440.9340659340659
22,450.53846153846155,448.967032967033,330.45054945054943,288.14835164835165,282.9725274725275,228.12637362637363,314.6373626373626,156.96153846153845,442.85714285714283
23,468.85164835164835,448.467032967033,329.8901098901099,288.8296703296703,282.65934065934067,219.91758241758242,323.02197802197804,153.47802197802199,466.8626373626374
24,476.45604395604397,453.1098901098901,324.34615384615387,283.8021978021978,262.8021978021978,205.37362637362637,327.0659340659341,152.76923076923077,474.7967032967033
25,465.3425414364641,454.50276243093924,314.707182320442,285.11049723756906,245.12154696132598,202.67403314917127,320.3314917127072,155.54696132596686,459.44198895027625
26,456.1546961325967,459.37016574585635,306.55801104972375,290.31491712707185,236.87292817679557,202.04419889502762,313.5414364640884,156.75138121546962,444.52486187845307
27,463.1491712707182,455.9889502762431,314.3646408839779,291.01657458563534,231.4254143646409,198.65745856353593,316.3370165745856,155.4696132596685,443.49171270718233
28,473.09444444444443,450.47777777777776,324.09444444444443,281.6666666666667,231.55555555555554,201.08333333333334,320.35555555555555,152.58333333333334,452.96666666666664
29,471.6111111111111,451.81666666666666,318.5722222222222,273.28333333333336,231.95,206.35555555555555,325.5833333333333,151.4,457.76666666666665
30,448.6927374301676,462.9888268156425,307.4245810055866,277.3631284916201,231.93296089385476,205.79329608938548,328.18435754189943,153.93296089385476,459.0949720670391
31,450.46927374301674,454.8659217877095,297.5586592178771,280.01675977653633,232.75418994413408,205.49162011173183,320.39106145251395,156.60335195530726,460.6536312849162
32,461.07909604519773,456.1694915254237,296.10169491525426,280.8587570621469,235.9322033898305,208.6045197740113,315.8135593220339,158.59887005649716,470.45197740112997
33,455.3181818181818,458.9375,304.14772727272725,281.1818181818182,239.78977272727272,208.22727272727272,316.0056818181818,156.32386363636363,469.5113636363636
34,442.51704545454544,453.9318181818182,308.90340909090907,278.1363636363636,235.36363636363637,207.4090909090909,317.91477272727275,151.9318181818182,437.7386363636364
35,434.1142857142857,458.7885714285714,311.2914285714286,279.70285714285717,228.43428571428572,204.72,316.5028571428571,152.12,432.53714285714284
