Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
0,321.5138888888889,164.15277777777777,338.81944444444446,250.04166666666666,294.6388888888889,152.38888888888889,204.25,263.8888888888889,318.65277777777777
1,312.15584415584414,162.36363636363637,333.54545454545456,250.80519480519482,304.72727272727275,152.42857142857142,194.58441558441558,291.961038961039,333.02597402597405
2,313.28915662650604,166.56626506024097,339.04819277108436,247.9879518072289,311.8072289156627,153.80722891566265,188.0,320.6024096385542,344.51807228915663
3,301.52222222222224,162.27777777777777,334.0,251.12222222222223,303.76666666666665,156.76666666666668,191.25555555555556,332.2888888888889,351.3333333333333
4,312.84375,162.375,322.375,251.25,297.9375,154.54166666666666,198.29166666666666,344.7604166666667,355.8020833333333
5,334.6116504854369,166.48543689320388,319.00970873786406,254.7766990291262,298.6116504854369,152.64077669902912,203.71844660194174,356.2718446601942,367.2135922330097
6,316.4166666666667,162.90740740740742,323.6388888888889,242.2685185185185,310.8888888888889,153.42592592592592,205.2962962962963,363.98148148148147,378.7962962962963
7,293.7631578947368,168.35087719298247,332.05263157894734,230.78947368421052,338.82456140350877,159.80701754385964,207.28947368421052,363.00877192982455,373.6842105263158
8,298.14166666666665,169.69166666666666,333.5083333333333,226.225,373.8,170.96666666666667,206.15,367.19166666666666,372.40833333333336
9,301.5275590551181,171.748031496063,341.5275590551181,230.9448818897638,379.98425196850394,177.69291338582678,206.8188976377953,353.6929133858268,366.244094488189
10,285.36842105263156,172.6315789473684,354.390977443609,234.50375939849624,381.83458646616543,171.42105263157896,208.3984962406015,337.5864661654135,356.2857142857143
11,281.3138686131387,173.37226277372264,350.1824817518248,232.46715328467153,391.33576642335765,163.64233576642334,206.06569343065692,327.95620437956205,346.54014598540147
12,281.54014598540147,170.22627737226279,330.84671532846716,228.1167883211679,402.64963503649636,162.38686131386862,201.86131386861314,324.7007299270073,337.84671532846716
13,289.963503649635,169.27737226277372,319.2554744525547,220.1167883211679,406.33576642335765,161.07299270072994,203.78832116788323,319.46715328467155,335.8540145985401
14,296.3211678832117,172.15328467153284,320.40875912408757,218.94890510948906,404.7153284671533,158.09489051094891,206.13138686131387,307.4379562043796,335.978102189781
15,289.0287769784173,175.7841726618705,334.40287769784175,225.53956834532374,408.51798561151077,162.0071942446043,203.0431654676259,303.9640287769784,335.76978417266184
